answer_llm,answer_orig,document,question,course
"After downloading kind-windows-amd64.exe, you should rename the file to kind.exe. Then, place this file in a specific folder and add that folder to your system's PATH. This will ensure that you can run the command successfully.","Problem: I download kind from the next command:
curl.exe -Lo kind-windows-amd64.exe https://kind.sigs.k8s.io/dl/v0.17.0/kind-windows-amd64
When I try
kind --version
I get: 'kind' is not recognized as an internal or external command, operable program or batch file
Solution: The default name of executable is kind-windows-amd64.exe, so that you have to rename this file to  kind.exe. Put this file in specific folder, and add it to PATH
Alejandro Aponte",0a406fe0,What should I do after downloading kind-windows-amd64.exe to make it work?,machine-learning-zoomcamp
"To fix the issue where 'kind' is not recognized as an internal or external command in Windows, follow these steps:

1. The default name of the executable file you downloaded is `kind-windows-amd64.exe`. You need to rename this file to `kind.exe`.
2. Place the renamed `kind.exe` file in a specific folder.
3. Add the folder containing `kind.exe` to your system's PATH environment variable.

After completing these steps, the command `kind --version` should work correctly.","Problem: I download kind from the next command:
curl.exe -Lo kind-windows-amd64.exe https://kind.sigs.k8s.io/dl/v0.17.0/kind-windows-amd64
When I try
kind --version
I get: 'kind' is not recognized as an internal or external command, operable program or batch file
Solution: The default name of executable is kind-windows-amd64.exe, so that you have to rename this file to  kind.exe. Put this file in specific folder, and add it to PATH
Alejandro Aponte",0a406fe0,How do I fix the 'kind' is not recognized issue on Windows?,machine-learning-zoomcamp
"You should rename the downloaded file from `kind-windows-amd64.exe` to `kind.exe` and then place it in a specific folder. After that, make sure to add that folder to your PATH so that it is recognized.","Problem: I download kind from the next command:
curl.exe -Lo kind-windows-amd64.exe https://kind.sigs.k8s.io/dl/v0.17.0/kind-windows-amd64
When I try
kind --version
I get: 'kind' is not recognized as an internal or external command, operable program or batch file
Solution: The default name of executable is kind-windows-amd64.exe, so that you have to rename this file to  kind.exe. Put this file in specific folder, and add it to PATH
Alejandro Aponte",0a406fe0,Where should I place the kind executable file so it is recognized?,machine-learning-zoomcamp
"Yes, you need to rename the kind executable file after downloading it. The default name of the executable is kind-windows-amd64.exe, and you have to rename this file to kind.exe.","Problem: I download kind from the next command:
curl.exe -Lo kind-windows-amd64.exe https://kind.sigs.k8s.io/dl/v0.17.0/kind-windows-amd64
When I try
kind --version
I get: 'kind' is not recognized as an internal or external command, operable program or batch file
Solution: The default name of executable is kind-windows-amd64.exe, so that you have to rename this file to  kind.exe. Put this file in specific folder, and add it to PATH
Alejandro Aponte",0a406fe0,Do I need to rename the kind executable file after downloading it?,machine-learning-zoomcamp
"To run kind with Rootless Docker on Linux, you need to make certain changes to the system. For detailed instructions, you can refer to the documentation at kind – Rootless (k8s.io).","Using kind with Rootless Docker or Rootless Podman requires some changes on the system (Linux), see kind – Rootless (k8s.io).
Sylvia Schmitt",64b209b0,What changes are needed on Linux to run kind with Rootless Docker?,machine-learning-zoomcamp
"Yes, using kind with Rootless Docker requires some changes on the system (Linux).","Using kind with Rootless Docker or Rootless Podman requires some changes on the system (Linux), see kind – Rootless (k8s.io).
Sylvia Schmitt",64b209b0,Does using kind with Rootless Docker require system modifications?,machine-learning-zoomcamp
You can find information on running kind with Rootless Docker or Rootless Podman by referring to the documentation at kind – Rootless (k8s.io). This requires some changes on your Linux system.,"Using kind with Rootless Docker or Rootless Podman requires some changes on the system (Linux), see kind – Rootless (k8s.io).
Sylvia Schmitt",64b209b0,Where can I find information on running kind with Rootless Docker or Rootless Podman?,machine-learning-zoomcamp
"Yes, there is a guide for using kind with Rootless Podman on Linux. It mentions that using kind with Rootless Docker or Rootless Podman requires some changes on the system. You can find more details at kind – Rootless (k8s.io).","Using kind with Rootless Docker or Rootless Podman requires some changes on the system (Linux), see kind – Rootless (k8s.io).
Sylvia Schmitt",64b209b0,Is there a guide for using kind with Rootless Podman on Linux?,machine-learning-zoomcamp
The information about running kind on Linux with Rootless Docker was provided by Sylvia Schmitt.,"Using kind with Rootless Docker or Rootless Podman requires some changes on the system (Linux), see kind – Rootless (k8s.io).
Sylvia Schmitt",64b209b0,Who provided the information about running kind on Linux with Rootless Docker?,machine-learning-zoomcamp
"To deploy the Kubernetes Dashboard, you can refer to the section titled ""Deploy and Access the Kubernetes Dashboard."" However, specific deployment instructions are not provided in the context. You may need to look for additional documentation or resources to find the detailed steps for deploying the Dashboard.","Deploy and Access the Kubernetes Dashboard
Luke",518c4cb8,How can I deploy the Kubernetes Dashboard?,machine-learning-zoomcamp
"To access the Kubernetes Dashboard, you need to deploy it first. Follow these general steps:

1. Deploy the Kubernetes Dashboard.
2. Access the Dashboard using the appropriate URL and credentials. 

(Note: The specific deployment commands or access details are not provided in the context.)","Deploy and Access the Kubernetes Dashboard
Luke",518c4cb8,What steps are required to access the Kubernetes Dashboard?,machine-learning-zoomcamp
"Yes, there is a guide to deploying and accessing the Kubernetes Dashboard. You can refer to the section titled ""Deploy and Access the Kubernetes Dashboard"" for detailed instructions.","Deploy and Access the Kubernetes Dashboard
Luke",518c4cb8,Is there a guide to deploying and accessing the Kubernetes Dashboard?,machine-learning-zoomcamp
"To access the Kubernetes Dashboard, you need to first deploy it. The specific steps for deployment and access are not detailed in the provided context, but the process generally involves using kubectl commands to set up the dashboard and then accessing it through a web browser after getting the right service details. Ensure you have the necessary permissions and configurations in place for accessing the dashboard.","Deploy and Access the Kubernetes Dashboard
Luke",518c4cb8,Can you explain the process of accessing the Kubernetes Dashboard?,machine-learning-zoomcamp
"You can find instructions to deploy the Kubernetes Dashboard in section 10 under the question ""Kubernetes-dashboard,"" which provides guidance on deploying and accessing the Kubernetes Dashboard.","Deploy and Access the Kubernetes Dashboard
Luke",518c4cb8,Where can I find instructions to deploy the Kubernetes Dashboard?,machine-learning-zoomcamp
You need AWS CLI v2 for eksctl. You can check your version by running `aws --version`.,"Make sure you are on AWS CLI v2 (check with aws --version)
https://docs.aws.amazon.com/cli/latest/userguide/cliv2-migration-instructions.html",00882c83,What AWS CLI version is needed for eksctl?,machine-learning-zoomcamp
"To check your AWS CLI version, you can use the command `aws --version`. Make sure you are using AWS CLI v2.","Make sure you are on AWS CLI v2 (check with aws --version)
https://docs.aws.amazon.com/cli/latest/userguide/cliv2-migration-instructions.html",00882c83,How do I check my AWS CLI version?,machine-learning-zoomcamp
You can find instructions for migrating to AWS CLI v2 at the following link: [AWS CLI v2 Migration Instructions](https://docs.aws.amazon.com/cli/latest/userguide/cliv2-migration-instructions.html).,"Make sure you are on AWS CLI v2 (check with aws --version)
https://docs.aws.amazon.com/cli/latest/userguide/cliv2-migration-instructions.html",00882c83,Where can I find instructions for migrating to AWS CLI v2?,machine-learning-zoomcamp
You should use AWS CLI v2 for eksctl. Make sure to check your version with `aws --version`.,"Make sure you are on AWS CLI v2 (check with aws --version)
https://docs.aws.amazon.com/cli/latest/userguide/cliv2-migration-instructions.html",00882c83,Should I use AWS CLI v1 or v2 for eksctl?,machine-learning-zoomcamp
"To verify your current AWS CLI version, you can use the command `aws --version`. Make sure you are on AWS CLI v2.","Make sure you are on AWS CLI v2 (check with aws --version)
https://docs.aws.amazon.com/cli/latest/userguide/cliv2-migration-instructions.html",00882c83,What command verifies my current AWS CLI version?,machine-learning-zoomcamp
"When you encounter a TypeError involving 'unbound_message' while importing Flask, it likely relates to the versions of Flask and Werkzeug you are using. Specifically, this error can occur when using an old version of Werkzeug (2.2.2) with a newer version of Flask (2.2.2). 

To resolve this issue, you should pin the version of Flask to an older one. You can do this by running:

```
pipenv install Flask==2.1.3
```

This should fix the TypeError you're experiencing.","Problem Description:
In video 10.3, when I was testing a flask service, I got the above error. I ran docker run .. in one terminal. When in second terminal I run python gateway.py, I get the above error.
Solution: This error has something to do with versions of Flask and Werkzeug. I got the same error, if I just import flask with from flask import Flask.
By running pip freeze > requirements.txt,I found that their versions are Flask==2.2.2 and Werkzeug==2.2.2. This error appears while using an old version of werkzeug (2.2.2) with new version of flask (2.2.2). I solved it by pinning version of Flask into an older version with pipenv install Flask==2.1.3.
Added by Bhaskar Sarma",d6d483ce,What should I do when I get a TypeError involving 'unbound_message' while importing Flask?,machine-learning-zoomcamp
"In video 10.3, you might encounter the error ""TypeError: __init__() got an unexpected keyword argument 'unbound_message'"" while testing a Flask service. This error is related to the versions of Flask and Werkzeug. Specifically, it occurs if you are using an old version of Werkzeug (2.2.2) with the corresponding version of Flask (2.2.2). To resolve this issue, you can pin the version of Flask to an older version, such as 2.1.3, using the command `pipenv install Flask==2.1.3`.","Problem Description:
In video 10.3, when I was testing a flask service, I got the above error. I ran docker run .. in one terminal. When in second terminal I run python gateway.py, I get the above error.
Solution: This error has something to do with versions of Flask and Werkzeug. I got the same error, if I just import flask with from flask import Flask.
By running pip freeze > requirements.txt,I found that their versions are Flask==2.2.2 and Werkzeug==2.2.2. This error appears while using an old version of werkzeug (2.2.2) with new version of flask (2.2.2). I solved it by pinning version of Flask into an older version with pipenv install Flask==2.1.3.
Added by Bhaskar Sarma",d6d483ce,What error might I encounter when testing a Flask service in video 10.3?,machine-learning-zoomcamp
"To resolve an import error related to Flask and Werkzeug versions, you should check the versions of both libraries that you are using. This error often arises when using an old version of Werkzeug with a newer version of Flask. 

In the context provided, the error occurred while using Flask version 2.2.2 with Werkzeug version 2.2.2, which led to a compatibility issue. The solution is to pin the version of Flask to an older version. For example, you can run:

```bash
pipenv install Flask==2.1.3
```

This should help you resolve any import errors related to version incompatibilities between Flask and Werkzeug.","Problem Description:
In video 10.3, when I was testing a flask service, I got the above error. I ran docker run .. in one terminal. When in second terminal I run python gateway.py, I get the above error.
Solution: This error has something to do with versions of Flask and Werkzeug. I got the same error, if I just import flask with from flask import Flask.
By running pip freeze > requirements.txt,I found that their versions are Flask==2.2.2 and Werkzeug==2.2.2. This error appears while using an old version of werkzeug (2.2.2) with new version of flask (2.2.2). I solved it by pinning version of Flask into an older version with pipenv install Flask==2.1.3.
Added by Bhaskar Sarma",d6d483ce,How can I resolve an import error related to Flask and Werkzeug versions?,machine-learning-zoomcamp
The 'unbound_message' TypeError is caused by using an old version of Werkzeug (2.2.2) with a new version of Flask (2.2.2).,"Problem Description:
In video 10.3, when I was testing a flask service, I got the above error. I ran docker run .. in one terminal. When in second terminal I run python gateway.py, I get the above error.
Solution: This error has something to do with versions of Flask and Werkzeug. I got the same error, if I just import flask with from flask import Flask.
By running pip freeze > requirements.txt,I found that their versions are Flask==2.2.2 and Werkzeug==2.2.2. This error appears while using an old version of werkzeug (2.2.2) with new version of flask (2.2.2). I solved it by pinning version of Flask into an older version with pipenv install Flask==2.1.3.
Added by Bhaskar Sarma",d6d483ce,What versions of Flask and Werkzeug cause the 'unbound_message' TypeError?,machine-learning-zoomcamp
"To avoid the 'unbound_message' keyword argument error, you should use an older version of Flask, specifically Flask==2.1.3, instead of the newer version (2.2.2) that is causing the issue when paired with an old version of Werkzeug (2.2.2).","Problem Description:
In video 10.3, when I was testing a flask service, I got the above error. I ran docker run .. in one terminal. When in second terminal I run python gateway.py, I get the above error.
Solution: This error has something to do with versions of Flask and Werkzeug. I got the same error, if I just import flask with from flask import Flask.
By running pip freeze > requirements.txt,I found that their versions are Flask==2.2.2 and Werkzeug==2.2.2. This error appears while using an old version of werkzeug (2.2.2) with new version of flask (2.2.2). I solved it by pinning version of Flask into an older version with pipenv install Flask==2.1.3.
Added by Bhaskar Sarma",d6d483ce,Which version of Flask should I use to avoid the 'unbound_message' keyword argument error?,machine-learning-zoomcamp
"If the command `aws ecr get-login --no-include-email` returns an error stating ""aws: error: argument operation: Invalid choice…"", you should use the command `aws ecr get-login-password` instead. For example, you can simplify the login process by using the following command after replacing `<ACCOUNT_NUMBER>` and `<REGION>` with your specific values:

```bash
export PASSWORD=`aws ecr get-login-password`
docker login -u AWS -p $PASSWORD <ACCOUNT_NUMBER>.dkr.ecr.<REGION>.amazonaws.com
``` 

Alternatively, you can run a command that doesn't require changing anything if you have a default region configured:

```bash
aws ecr get-login-password --region $(aws configure get region) | docker login --username AWS --password-stdin ""$(aws sts get-caller-identity --query ""Account"" --output text).dkr.ecr.$(aws configure get region).amazonaws.com""
```","As per AWS documentation:
https://docs.aws.amazon.com/AmazonECR/latest/userguide/docker-push-ecr-image.html
You need to do: (change the fields in red)
aws ecr get-login-password --region region | docker login --username AWS --password-stdin aws_account_id.dkr.ecr.region.amazonaws.com
Alternatively you can run the following command without changing anything given you have a default region configured
aws ecr get-login-password --region $(aws configure get region) | docker login --username AWS --password-stdin ""$(aws sts get-caller-identity --query ""Account"" --output text).dkr.ecr.$(aws configure get region).amazonaws.com""
Added by Humberto Rodriguez",f9711723,What should I do if the command 'aws ecr get-login --no-include-email' returns an error?,machine-learning-zoomcamp
You can find the official AWS documentation on pushing an ECR image at this link: https://docs.aws.amazon.com/AmazonECR/latest/userguide/docker-push-ecr-image.html.,"As per AWS documentation:
https://docs.aws.amazon.com/AmazonECR/latest/userguide/docker-push-ecr-image.html
You need to do: (change the fields in red)
aws ecr get-login-password --region region | docker login --username AWS --password-stdin aws_account_id.dkr.ecr.region.amazonaws.com
Alternatively you can run the following command without changing anything given you have a default region configured
aws ecr get-login-password --region $(aws configure get region) | docker login --username AWS --password-stdin ""$(aws sts get-caller-identity --query ""Account"" --output text).dkr.ecr.$(aws configure get region).amazonaws.com""
Added by Humberto Rodriguez",f9711723,Where can I find the official AWS documentation on pushing an ECR image?,machine-learning-zoomcamp
"The updated command to replace 'aws ecr get-login --no-include-email' is:

```bash
aws ecr get-login-password --region region | docker login --username AWS --password-stdin aws_account_id.dkr.ecr.region.amazonaws.com
```

Alternatively, you can use:

```bash
aws ecr get-login-password --region $(aws configure get region) | docker login --username AWS --password-stdin ""$(aws sts get-caller-identity --query ""Account"" --output text).dkr.ecr.$(aws configure get region).amazonaws.com""
``` 

Make sure to change the fields as needed.","As per AWS documentation:
https://docs.aws.amazon.com/AmazonECR/latest/userguide/docker-push-ecr-image.html
You need to do: (change the fields in red)
aws ecr get-login-password --region region | docker login --username AWS --password-stdin aws_account_id.dkr.ecr.region.amazonaws.com
Alternatively you can run the following command without changing anything given you have a default region configured
aws ecr get-login-password --region $(aws configure get region) | docker login --username AWS --password-stdin ""$(aws sts get-caller-identity --query ""Account"" --output text).dkr.ecr.$(aws configure get region).amazonaws.com""
Added by Humberto Rodriguez",f9711723,What is the updated command to replace 'aws ecr get-login --no-include-email'?,machine-learning-zoomcamp
"To run the login command without changing any fields, you can use the following command, assuming you have a default region configured:

```
aws ecr get-login-password --region $(aws configure get region) | docker login --username AWS --password-stdin ""$(aws sts get-caller-identity --query ""Account"" --output text).dkr.ecr.$(aws configure get region).amazonaws.com""
```","As per AWS documentation:
https://docs.aws.amazon.com/AmazonECR/latest/userguide/docker-push-ecr-image.html
You need to do: (change the fields in red)
aws ecr get-login-password --region region | docker login --username AWS --password-stdin aws_account_id.dkr.ecr.region.amazonaws.com
Alternatively you can run the following command without changing anything given you have a default region configured
aws ecr get-login-password --region $(aws configure get region) | docker login --username AWS --password-stdin ""$(aws sts get-caller-identity --query ""Account"" --output text).dkr.ecr.$(aws configure get region).amazonaws.com""
Added by Humberto Rodriguez",f9711723,How can I run the login command without changing any fields?,machine-learning-zoomcamp
The solution for the 'aws ecr get-login --no-include-email' error was added by Martin Uribe.,"As per AWS documentation:
https://docs.aws.amazon.com/AmazonECR/latest/userguide/docker-push-ecr-image.html
You need to do: (change the fields in red)
aws ecr get-login-password --region region | docker login --username AWS --password-stdin aws_account_id.dkr.ecr.region.amazonaws.com
Alternatively you can run the following command without changing anything given you have a default region configured
aws ecr get-login-password --region $(aws configure get region) | docker login --username AWS --password-stdin ""$(aws sts get-caller-identity --query ""Account"" --output text).dkr.ecr.$(aws configure get region).amazonaws.com""
Added by Humberto Rodriguez",f9711723,Who added the solution for the 'aws ecr get-login --no-include-email' error?,machine-learning-zoomcamp
"If you encounter an error while downloading `tensorflow/serving:2.7.0` on an Apple M1 Mac, you can try the following solution:

1. Pull the alternative image by running:
   ```
   docker pull emacski/tensorflow-serving:latest
   ```
2. Then, run the docker container with the following command:
   ```
   docker run -it --rm \
   -p 8500:8500 \
   -v $(pwd)/clothing-model:/models/clothing-model/1 \
   -e MODEL_NAME=""clothing-model"" \
   emacski/tensorflow-serving:latest-linux_arm64
   ```

For more information, you can refer to this link: https://github.com/emacski/tensorflow-serving-arm.","While trying to run the docker code on M1:
docker run --platform linux/amd64 -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
tensorflow/serving:2.7.0
It outputs the error:
Error:
Status: Downloaded newer image for tensorflow/serving:2.7.0
[libprotobuf FATAL external/com_google_protobuf/src/google/protobuf/generated_message_reflection.cc:2345] CHECK failed: file != nullptr:
terminate called after throwing an instance of 'google::protobuf::FatalException'
what():  CHECK failed: file != nullptr:
qemu: uncaught target signal 6 (Aborted) - core dumped
/usr/bin/tf_serving_entrypoint.sh: line 3:     8 Aborted                 tensorflow_model_server --port=8500 --rest_api_port=8501 --model_name=${MODEL_NAME} --model_base_path=${MODEL_BASE_PATH}/${MODEL_NAME} ""$@""
Solution
docker pull emacski/tensorflow-serving:latest
docker run -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
emacski/tensorflow-serving:latest-linux_arm64
See more here: https://github.com/emacski/tensorflow-serving-arm
Added by Daniel Egbo",5bda3b94,What should I do if I encounter an error while downloading tensorflow/serving:2.7.0 on an Apple M1 Mac?,machine-learning-zoomcamp
"No, you cannot run the tensorflow/serving:2.7.0 image directly on your Apple M1 Mac without issues. It is better to use the emacski/tensorflow-serving:latest-linux_arm64 image or the bitnami/tensorflow-serving image. When attempting to run tensorflow/serving:2.7.0 on an M1 Mac, you may encounter errors such as ""Illegal instruction"" or other fatal exceptions.","While trying to run the docker code on M1:
docker run --platform linux/amd64 -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
tensorflow/serving:2.7.0
It outputs the error:
Error:
Status: Downloaded newer image for tensorflow/serving:2.7.0
[libprotobuf FATAL external/com_google_protobuf/src/google/protobuf/generated_message_reflection.cc:2345] CHECK failed: file != nullptr:
terminate called after throwing an instance of 'google::protobuf::FatalException'
what():  CHECK failed: file != nullptr:
qemu: uncaught target signal 6 (Aborted) - core dumped
/usr/bin/tf_serving_entrypoint.sh: line 3:     8 Aborted                 tensorflow_model_server --port=8500 --rest_api_port=8501 --model_name=${MODEL_NAME} --model_base_path=${MODEL_BASE_PATH}/${MODEL_NAME} ""$@""
Solution
docker pull emacski/tensorflow-serving:latest
docker run -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
emacski/tensorflow-serving:latest-linux_arm64
See more here: https://github.com/emacski/tensorflow-serving-arm
Added by Daniel Egbo",5bda3b94,Can I run the tensorflow/serving:2.7.0 image directly on my Apple M1 Mac?,machine-learning-zoomcamp
"If you see the error 'CHECK failed: file != nullptr' when using tensorflow/serving:2.7.0 on M1 Mac, the solution is to pull the image from a different source. Use the following commands:

1. Pull the latest image:
   ```
   docker pull emacski/tensorflow-serving:latest
   ```
2. Run the container with the new image:
   ```
   docker run -it --rm \
   -p 8500:8500 \
   -v $(pwd)/clothing-model:/models/clothing-model/1 \
   -e MODEL_NAME=""clothing-model"" \
   emacski/tensorflow-serving:latest-linux_arm64
   ```

For more details, you can refer to the GitHub repository: https://github.com/emacski/tensorflow-serving-arm.","While trying to run the docker code on M1:
docker run --platform linux/amd64 -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
tensorflow/serving:2.7.0
It outputs the error:
Error:
Status: Downloaded newer image for tensorflow/serving:2.7.0
[libprotobuf FATAL external/com_google_protobuf/src/google/protobuf/generated_message_reflection.cc:2345] CHECK failed: file != nullptr:
terminate called after throwing an instance of 'google::protobuf::FatalException'
what():  CHECK failed: file != nullptr:
qemu: uncaught target signal 6 (Aborted) - core dumped
/usr/bin/tf_serving_entrypoint.sh: line 3:     8 Aborted                 tensorflow_model_server --port=8500 --rest_api_port=8501 --model_name=${MODEL_NAME} --model_base_path=${MODEL_BASE_PATH}/${MODEL_NAME} ""$@""
Solution
docker pull emacski/tensorflow-serving:latest
docker run -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
emacski/tensorflow-serving:latest-linux_arm64
See more here: https://github.com/emacski/tensorflow-serving-arm
Added by Daniel Egbo",5bda3b94,What is the solution if I see the error 'CHECK failed: file != nullptr' when using tensorflow/serving:2.7.0 on M1 Mac?,machine-learning-zoomcamp
"To run TensorFlow Serving on an Apple M1 Mac, you should use the following alternative image instead of the default TensorFlow Serving image:

```bash
docker pull emacski/tensorflow-serving:latest
docker run -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
emacski/tensorflow-serving:latest-linux_arm64
```

For a more recent setup, you can also use the Bitnami TensorFlow Serving image as follows:

```bash
docker run -d \
--name tf_serving \
-p 8500:8500 \
-p 8501:8501 \
-v $(pwd)/clothing-model:/bitnami/model-data/1 \
-e TENSORFLOW_SERVING_MODEL_NAME=clothing-model \
bitnami/tensorflow-serving:2
```

Or you can use the following `docker-compose.yaml` configuration:

```yaml
version: '3'
services:
  tf_serving:
    image: bitnami/tensorflow-serving:2
    volumes:
      - ${PWD}/clothing-model:/bitnami/model-data/1
    ports:
      - 8500:8500
      - 8501:8501
    environment:
      - TENSORFLOW_SERVING_MODEL_NAME=clothing-model
```

Run it with:

```bash
docker compose up
```","While trying to run the docker code on M1:
docker run --platform linux/amd64 -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
tensorflow/serving:2.7.0
It outputs the error:
Error:
Status: Downloaded newer image for tensorflow/serving:2.7.0
[libprotobuf FATAL external/com_google_protobuf/src/google/protobuf/generated_message_reflection.cc:2345] CHECK failed: file != nullptr:
terminate called after throwing an instance of 'google::protobuf::FatalException'
what():  CHECK failed: file != nullptr:
qemu: uncaught target signal 6 (Aborted) - core dumped
/usr/bin/tf_serving_entrypoint.sh: line 3:     8 Aborted                 tensorflow_model_server --port=8500 --rest_api_port=8501 --model_name=${MODEL_NAME} --model_base_path=${MODEL_BASE_PATH}/${MODEL_NAME} ""$@""
Solution
docker pull emacski/tensorflow-serving:latest
docker run -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
emacski/tensorflow-serving:latest-linux_arm64
See more here: https://github.com/emacski/tensorflow-serving-arm
Added by Daniel Egbo",5bda3b94,What alternative image should I use to run TensorFlow Serving on an Apple M1 Mac?,machine-learning-zoomcamp
"You can find more information about running TensorFlow Serving on M1 Macs by referring to the following resources:

1. For advice on using Docker, you can view the solution provided for running TensorFlow Serving with an alternative image: 
   - Use the command: 
     ```
     docker pull emacski/tensorflow-serving:latest
     docker run -it --rm \
     -p 8500:8500 \
     -v $(pwd)/clothing-model:/models/clothing-model/1 \
     -e MODEL_NAME=""clothing-model"" \
     emacski/tensorflow-serving:latest-linux_arm64
     ```
   - More information can be found at: https://github.com/emacski/tensorflow-serving-arm.

2. Additionally, for an alternative solution to avoid illegal instruction errors, you can use the Bitnami TensorFlow Serving image:
   - Start TensorFlow Serving with the command:
     ```
     docker run -d \
     --name tf_serving \
     -p 8500:8500 \
     -p 8501:8501 \
     -v $(pwd)/clothing-model:/bitnami/model-data/1 \
     -e TENSORFLOW_SERVING_MODEL_NAME=clothing-model \
     bitnami/tensorflow-serving:2
     ```
   - You can also use a Docker Compose file as shown in the context.

For general instructions on setting up the environment for Mac with M1 chip, you can refer to this guide: https://github.com/DataTalksClub/machine-learning-zoomcamp/blob/master/01-intro/06-environment.md.","While trying to run the docker code on M1:
docker run --platform linux/amd64 -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
tensorflow/serving:2.7.0
It outputs the error:
Error:
Status: Downloaded newer image for tensorflow/serving:2.7.0
[libprotobuf FATAL external/com_google_protobuf/src/google/protobuf/generated_message_reflection.cc:2345] CHECK failed: file != nullptr:
terminate called after throwing an instance of 'google::protobuf::FatalException'
what():  CHECK failed: file != nullptr:
qemu: uncaught target signal 6 (Aborted) - core dumped
/usr/bin/tf_serving_entrypoint.sh: line 3:     8 Aborted                 tensorflow_model_server --port=8500 --rest_api_port=8501 --model_name=${MODEL_NAME} --model_base_path=${MODEL_BASE_PATH}/${MODEL_NAME} ""$@""
Solution
docker pull emacski/tensorflow-serving:latest
docker run -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
emacski/tensorflow-serving:latest-linux_arm64
See more here: https://github.com/emacski/tensorflow-serving-arm
Added by Daniel Egbo",5bda3b94,Where can I find more information about running TensorFlow Serving on M1 Macs?,machine-learning-zoomcamp
"The main reason for the illegal instruction error when running the tensorflow/serving image on Mac M2 is that the maintainer, emacski, does not seem to maintain the repository anymore, and the latest image is from 2 years ago as of December 2023.","Similar to the one above but with a different solution the main reason is that emacski doesn’t seem to maintain the repo any more, the latest image is from 2 years ago at the time of writing (December 2023)
Problem:
While trying to run the docker code on Mac M2 apple silicon:
docker run --platform linux/amd64 -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
tensorflow/serving
You get an error:
/usr/bin/tf_serving_entrypoint.sh: line 3:     7 Illegal instruction     tensorflow_model_server --port=8500 --rest_api_port=8501 --model_name=${MODEL_NAME} --model_base_path=${MODEL_BASE_PATH}/${MODEL_NAME} ""$@""
Solution:
Use bitnami/tensorflow-serving base image
Launch it either using docker run
docker run -d \
--name tf_serving \
-p 8500:8500 \
-p 8501:8501 \
-v $(pwd)/clothing-model:/bitnami/model-data/1 \
-e TENSORFLOW_SERVING_MODEL_NAME=clothing-model \
bitnami/tensorflow-serving:2
Or the following docker-compose.yaml
version: '3'
services:
tf_serving:
image: bitnami/tensorflow-serving:2
volumes:
- ${PWD}/clothing-model:/bitnami/model-data/1
ports:
- 8500:8500
- 8501:8501
environment:
- TENSORFLOW_SERVING_MODEL_NAME=clothing-model
And run it with
docker compose up
Added by Alex Litvinov",cccd31cf,What is the main reason for the illegal instruction error when running tensorflow/serving image on Mac M2?,machine-learning-zoomcamp
